2057	3893	0
2057	3894	0
2058	3886	0
2058	3887	0
2058	3891	0
2058	3892	0
2058	3893	0
2058	3894	0
2058	3895	0
2058	3896	0
2058	3897	0
2059	3881	0
2059	3882	0
2059	3883	0
2059	3884	0
2059	3885	0
2059	3886	0
2059	3887	0
2059	3888	0
2059	3889	0
2059	3890	0
2059	3891	0
2059	3892	0
2059	3893	0
2059	3894	0
2059	3895	0
2059	3896	0
2059	3897	0
2059	3898	0
2059	3899	0
2060	3878	0
2060	3879	0
2060	3880	0
2060	3881	0
2060	3882	0
2060	3883	0
2060	3884	0
2060	3885	0
2060	3886	0
2060	3887	0
2060	3888	0
2060	3889	0
2060	3890	0
2060	3891	0
2060	3892	0
2060	3893	0
2060	3894	0
2060	3895	0
2060	3896	0
2060	3897	0
2060	3898	0
2061	3876	0
2061	3877	0
2061	3878	0
2061	3879	0
2061	3880	0
2061	3881	0
2061	3882	0
2061	3883	0
2061	3884	0
2061	3885	0
2061	3886	0
2061	3887	0
2061	3888	0
2061	3889	0
2061	3890	0
2061	3891	0
2061	3892	0
2061	3893	0
2061	3894	0
2061	3895	0
2061	3896	0
2061	3905	0
2061	3906	0
2061	3907	0
2061	3908	0
2061	3909	0
2061	3910	0
2061	3911	0
2061	3912	0
2061	3913	0
2061	3914	0
2061	3915	0
2061	3916	0
2061	3917	0
2062	3874	0
2062	3875	0
2062	3876	0
2062	3877	0
2062	3878	0
2062	3879	0
2062	3880	0
2062	3881	0
2062	3882	0
2062	3883	0
2062	3884	0
2062	3885	0
2062	3886	0
2062	3887	0
2062	3888	0
2062	3889	0
2062	3890	0
2062	3891	0
2062	3892	0
2062	3893	0
2062	3894	0
2062	3904	0
2062	3905	0
2062	3906	0
2062	3907	0
2062	3915	0
2062	3916	0
2062	3917	0
2062	3918	0
2063	3872	0
2063	3873	0
2063	3874	0
2063	3875	0
2063	3876	0
2063	3877	0
2063	3878	0
2063	3879	0
2063	3880	0
2063	3881	0
2063	3882	0
2063	3883	0
2063	3884	0
2063	3885	0
2063	3886	0
2063	3887	0
2063	3888	0
2063	3889	0
2063	3890	0
2063	3891	0
2063	3892	0
2063	3901	0
2063	3902	0
2063	3903	0
2063	3904	0
2063	3905	0
2063	3918	0
2064	3872	0
2064	3873	0
2064	3874	0
2064	3875	0
2064	3878	0
2064	3879	0
2064	3880	0
2064	3881	0
2064	3882	0
2064	3883	0
2064	3884	0
2064	3885	0
2064	3886	0
2064	3887	0
2064	3888	0
2064	3889	0
2064	3890	0
2064	3899	0
2064	3900	0
2064	3901	0
2064	3902	0
2064	3903	0
2064	3904	0
2065	3872	0
2065	3873	0
2065	3874	0
2065	3875	0
2065	3878	0
2065	3879	0
2065	3880	0
2065	3881	0
2065	3882	0
2065	3883	0
2065	3884	0
2065	3885	0
2065	3886	0
2065	3887	0
2065	3888	0
2065	3889	0
2065	3897	0
2065	3898	0
2065	3899	0
2065	3900	0
2065	3901	0
2066	3873	0
2066	3874	0
2066	3875	0
2066	3876	0
2066	3877	0
2066	3878	0
2066	3879	0
2066	3880	0
2066	3881	0
2066	3882	0
2066	3883	0
2066	3884	0
2066	3885	0
2066	3886	0
2066	3887	0
2066	3888	0
2066	3895	0
2066	3896	0
2066	3897	0
2066	3898	0
2066	3899	0
2067	3874	0
2067	3875	0
2067	3876	0
2067	3877	0
2067	3878	0
2067	3879	0
2067	3880	0
2067	3881	0
2067	3882	0
2067	3883	0
